category,description
football,RT @BTSARMYNA: .@BTS_twt After 5 Years1. Global Puma Ambassador2. LG Mobile Ambassador3. CocaCola WorldCup4. Kookmin Bank5. UNICEF6.ƒ??
football,"RT @Alex_Houseof308: #FRAARG #WorldCupA short story involving Nigeria, Argentina and France https://t.co/P0JPwvUhbv"
football,"RT @Pornhub: In honor of today's win, the Russian category is #1 on Pornhub. #WorldCup https://t.co/JKl1n9PBBD"
football,RT @mi_xiuchen: Stay @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @callmebabeex: Please play power by EXO ??#PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,RT @ItsGitau_: Can we all agree that Pavard's Goal for France is the Goal of the #worldcup? #ESPRUS #CRODEN https://t.co/nNl2z20LIa
football,RT @FootbaIIBattIes: What will be the result of #BRAMEX? RT if you vote please!#WorldCup? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??ƒ??
football,One and only @weareoneEXO  @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #SuhoLeague
football,RT @BBCMOTD: Only two goalkeepers in history have saved three penalties in a #WorldCup penalty shootout...Ricardo for #POR against #ENG iƒ??
football,RT @mi_xiuchen: Lucky one @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @ItsGitau_: Can we all agree that Pavard's Goal for France is the Goal of the #worldcup? #ESPRUS #CRODEN https://t.co/nNl2z20LIa
football,RT @thelivesoccer_: DID YOU KNOW: Spain have not won any of their last seven knock-out matches at the World Cup on European soil:DLLDLLDƒ??
football,RT @SiClancy: I know itƒ??s been an amazing World Cup but this is a bit too much excitement from Nacho. #worldcup https://t.co/PUCzb7nLP1
football,RT @isabel05x2: Go Go Go#PowerByEXO #WorldCup #FIFAStadiumDj #KaiLeague @weareoneEXO  @FIFAWorldCup https://t.co/pF7lfITJdQ
football,RT @BTSARMYNA: .@BTS_twt After 5 Years1. Global Puma Ambassador2. LG Mobile Ambassador3. CocaCola WorldCup4. Kookmin Bank5. UNICEF6.ƒ??
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,"RT @ManUtd: Commiserations to @D_DeGea, as #ESP are knocked out of the #WorldCup by hosts #RUS."
football,RT @mi_xiuchen: Lightsaber @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,"@FIFAWorldCup please play ""Power"" by ""EXO"" @weareoneEXO #EXO #WorldCup stadium! #FIFAStadiumDJ ? ? #PowerByEXO https://t.co/GK1dNs1u8R"
football,RT @mi_xiuchen: Artificial love @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @LFC: Dejan Lovren's Croatia side win 3-2 on penalties. ?#CRO 1-1 #DEN #WorldCup https://t.co/gDWNgSFEcb
football,RT @Pumulo86: #ESP 1-1 #RUS - 4-3 on Penalties. The 2010 champions Spain crash out! WOW! #WorldCup #ESPRUS
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,Germany OUTArgentina OUTPortugal OUT Spain OUT Who's gonna win this World Cup then?  #WorldCup
football,POWER @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @DepressedDarth: I'm ready for my penalty kick #WorldCup https://t.co/t7dGOtAovi
football,RT @9GAGFootball: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out ofƒ??
football,"Can't help feeling sorry for #DEN They were probably the better team tonight, but just lacked a cutting edge upfront. Schmeichel excellent with 3 penalty saves. The 5 penalty shoot-out saves between the two goalkeepers is a #WorldCup record! Both were unbelievable. #CRODEN"
football,"RT @JogaBonito_USA: #Spain completed 1,006 passes in 120 minutes of #ESPRUS.1,114 attempted1,006 completed90% accuracy79% possessionƒ??"
football,"RT @HNS_CFF: ? #WorldCup quarterfinals, here we come!#CRO #BeProud #CRODEN #Family #Vatreni https://t.co/PPmDYfNkLE"
football,RT @TorontoStar: So many favourites have been eliminated already from the #WorldCup that Brazil now has a strong shot at leaving Russia witƒ??
football,@meseemajaswal @FIFAWorldCup @itvfootball I think @FIFAWorldCup shd seriously find a way to stop teams trying to play for tiebreakers in KOs of #WorldCup against bigger opposition like #RUS did..its an embarrassment to the sport with Rus showing no intent to win in normal time
football,One of the craziest penalty shootout I've seen and witnessed. Just have to congratulate Schmeichel and Subasic on that #WorldCup #Subasic ???
football,@FIFAWorldCup What we have with #PowerbyEXO ?Inspiring lyrics ?Energetic rythm ?Fits with the World Cup ?A great performance ?Talent ?And the plus:Good looking singers ??#EXO #FIFAStadiumDJ @weareoneEXO#EXO #WorldCup #?? #BaekhyunLeague
football,This World Cup has been shocking #worldcup
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @DepressedDarth: The Empire's goalie #WorldCup https://t.co/nqQXtqOmph
football,RT @theDFSniper: Today's #WorldCup games were ??? but it's time to get ready for tomorrow's #DFS contests on @DraftKings &amp; @FanDuel!Don'tƒ??
football,RT @realmadriden: ?? France 4-3 ?? Argentina? @raphaelvarane? First Real Madrid player to quarter finals#WorldCup | #HalaMadrid https://ƒ??
football,"I dreamt of you without falling asleepI hope, hope that I donƒ??t forget about youToday how about if weBurn it up together?????#PowerByEXO #WorldCup #FIFAStadiumDJ #XiuminLeague @weareoneEXO @FIFAWorldCup"
football,RT @Footy_WAGs: Cute #Croatiangirl ???#WorldCup #CRO #CRODEN #croatia ???????? https://t.co/o7vOBJP349
football,RT @qurrex: @Qurrex #TokenSale ends in 1 dayLast chance to join https://t.co/MTgWaofiM2 #bitcoin #crypto #blockchain #exchange #ICO #EOSƒ??
football,RT @callmebabeex: Please play power by EXO ??#PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,RT @_OurJustin_: FOLLOW x FOLLOWBACK#PowerByEXO #WorldCup #FIFAStadiumDJ #XiuminLeague @weareoneEXO @FIFAWorldCup
football,RT @skaheru: This looks like ?@SemweyaMusoke? #WorldCup #Uganda https://t.co/m1k55xLCoZ
football,RT @Panama_1703: We are true friends.Im crying.#???????????? #worldcup https://t.co/5ki3JxoNZB
football,White noise @weareoneEXO  @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #SuhoLeague
football,RT @TaylorTwellman: Welcome Dear. #WorldCup https://t.co/qpSGzIv659
football,RT @Footy_JokesOG: Out of #WorldCupGermany ?Spain ?Argentina ?Portugal ? https://t.co/aPvw0YaUBG
football,RT @RJRemedios: So wrong but... Hilarious none the same ???!!! @IrishRed11 @BenWebbLFC @LFCStanleyHouse @EvilGravy1 @MikeHassey_LFC @Shadowƒ??
football,RT @eunicehuili: @RachelWeng3 @FIFAWorldCup @weareoneEXO Highly anticipating #POWER by #EXO to be played at the stadium.  @weareoneEXO @FIFƒ??
football,RT @Trumperland: #ESPRUS #WorldCup #SundayMorning #CanadaDayPenalty Kick For AmericaCanada Cheats America In Trade https://t.co/UtgSLJQƒ??
football,RT @UEFAcom_de: #WorldCup Matchday ???? #WM2018         ? = @1_Muslera_25 ??? = @07RQuaresma ??     #URUPOR @Uruguay @selecaoportugalƒ??
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,@FIFAWorldCup ExoPlease play #POWERbyEXO@weareoneEXO#FIFAStadiumDJ #WorldCup
football,Power powerWe become strongerTurn the music up now #LayLeague #PowerByEXO #WorldCup #FIFAStadiumDJ @FIFAWorldCup @weareoneEXO
football,RT @meseemajaswal: This is why we love football! Real life drama! Croatia through on pens...what a #Worldcup this has been! #CRODEN @FIFAWoƒ??
football,RT @TotallyMUFC: Cantona destroying Neymar is my new favourite video ever. ??#KingEric #Mufc #WorldCup  https://t.co/zdMm8gn6Rf
football,RT @Sporf: ??????? @England's route to #WorldCup Final:Round of 16:?? ColombiaQuarter-Finals??Switzerland or ??Sweden Semi-Finals:ƒ??
football,RT @Sporf: ? One of these teams are GUARANTEED to be in the #WorldCup Final:?? Russia?? Croatia?? Denmark?? Sweden?? Switzerland ??ƒ??
football,"RT @AP_Sports: Host #RUS has made the quarterfinals at the #WorldCup, a shocking result for a team ranked 70th by FIFA @gdunbarap https://tƒ??"
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,"RT @ManUtd: Commiserations to @D_DeGea, as #ESP are knocked out of the #WorldCup by hosts #RUS."
football,"Come on and play with me...Chanyeol contesta: ""I know how to play""...??????(Cancion- The Star)Play #PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeague @weareoneEXO @FIFAWorldCup"
football,Team of Destiny #CRO #WorldCup https://t.co/JSH9R0zb4x
football,#32Nations1City ??Watch tomorrowƒ??s #WorldCup action with #NYCFC &amp; @TelemundoSports at @rockcenternyc.10am: #BRAMEX ????2pm: #BELJPN ???? https://t.co/CysIbW9vC6
football,"RT @mclau1990: Tomorrow its my birthday, so please play this song in the final match #PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeague @ƒ??"
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,"RT @EXOVotingSquad: @FIFAWorldCup Sports and Music are two of the main genre that unite the world regardless of language and race.""Power""ƒ??"
football,"RT @EXOVotingSquad: @FIFAWorldCup Sports and Music are two of the main genre that unite the world regardless of language and race.""Power""ƒ??"
football,RT @AnemixiR: Power in the FIFA WorldCup will be the best~ @weareoneEXO @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeague
football,RT @Y_alex1D: Super lider hyung ?? ?­LO AMO!  @FIFAWorldCup play Power #PowerByEXO of @weareoneEXO #FIFAStadiumDJ #worldcup #KaiLeague httpsƒ??
football,RT @9GAGFootball: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out ofƒ??
football,RT @SundayLeagueMCR: Only two goalkeepers in history have saved three penalties in a #WorldCup penalty shootout...Ricardo for #POR againsƒ??
football,"RT @Budweiser: Yerry Mina heads Colombia to the top of the group, and onto the round of 16! Congrats to our Budweiser #ManoftheMatch. #SENCƒ??"
football,RT @FootbaIIBattIes: What will be the result of #BELJPN? RT if you vote please!#WorldCup? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??ƒ??
football,RT @9GAGFootball: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out ofƒ??
football,"RT @Footy_JokesOG: ""Yes, it's me. Tell De Gea his family has been released."" ?? #WorldCup https://t.co/AZSSP6SHuw"
football,RT @BTSARMYNA: .@BTS_twt After 5 Years1. Global Puma Ambassador2. LG Mobile Ambassador3. CocaCola WorldCup4. Kookmin Bank5. UNICEF6.ƒ??
football,RT @MrFilmkritik: Germany: outArgentina: outPortugal: outSpain: outBrazil: *nervous laughter*#WorldCup #ESPRUS #ESP
football,RT @BBCMOTD: The official hashtag for Russia v Croatia in the #WorldCup quarter-finals...#RUSCRO ? https://t.co/NhK99CutKb
football,RT @Squawka: Goals scored at the #WorldCup by club:Huddersfield Town: 1Bayern Munich: 0???? https://t.co/rKQ2TzJo10
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,RT @mi_xiuchen: Blooming days @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @TruthInsideOut: ???? WOW ????Adorable little girl when she heard The Adhan (the call to prayer) for the first time.Lets chat about Adƒ??
football,RT @FootbaIIBattIes: What will be the result of #BRAMEX? RT if you vote please!#WorldCup? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??ƒ??
football,She's dreaming @weareoneEXO  @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #SuhoLeague
football,"RT @SkyFootball: ""There's nothing to be scared of.""Colombia are poor and @England have clear a path to #WorldCup semi-finals, says @PaulMƒ??"
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @WorldCupFootby: Funny ??#WorldCup https://t.co/Scq3U3IOYT
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,@carmencita9993 @weareoneEXO @FIFAWorldCup @weareoneEXO  @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeagueYeaaaaah https://t.co/7cfdlrtrSf
football,RT @Sporf: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out of the #Wƒ??
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,RT @mi_xiuchen: White noise@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @BTecSoham: When you're in the middle of a #WorldCup game but suddenly remember your girlfriend. https://t.co/2HTnvq1HPY
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,"RT @thisistonykelly: Jurgen Klinsmannƒ??s new half German, Half American accent is better than any goal thatƒ??s been scored so far in this #Woƒ??"
football,RT @Castro1021: Thereƒ??s one ? left in this #WorldCup....... https://t.co/quQW0ZrLHd
football,Another top game for @paulpogba! Keep them coming! #WorldCup #mufc https://t.co/yxGuz6cExp
football,Poweeeeeeer@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #BaekhyunLeague
football,RT @streetongue: GERMAN OUTARGENTINA OUTPORTUGAL OUTSPANYOL OUTWOOOOW #WorldCup
football,Idek what to do anymore. Spain and Portugal both out ? #WorldCup
football,RT @akashvanisports: FIFA World Cup 2018: #Russia beat #Spain 4-3 in the penalty shoot out after a suspenseful 1-1 draw. #WorldCup #ESPRUSƒ??
football,RT @Panama_1703: We are true friends.Im crying.#???????????? #worldcup https://t.co/5ki3JxoNZB
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,"RT @Riverovideopro: Tomorrow, Brazil and Mexico face off in Russia 2018. May the best win!?????????#Norwalk #NorwalkCT #Connecticut #Brƒ??"
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,RT @callmebabeex: Please play power by EXO ??#PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,RT @brfootball: A legend says goodbye to the #WorldCup ? https://t.co/9hR5qVfVPX
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,"RT @Pornhub: In honor of today's win, the Russian category is #1 on Pornhub. #WorldCup https://t.co/JKl1n9PBBD"
football,RT @GailLv21: We are one @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,"If you aren't yet following @Zonal_Marking ... you'll thank me later, :) #WorldCup #WorldCup2018"
football,RT @Trumperland: #ESPRUS #WorldCup #SundayMorning #CanadaDayPenalty Kick For AmericaCanada Cheats America In Trade https://t.co/UtgSLJQƒ??
football,RT @RTSportNews: Russia beat Spain to claim historic #WorldCup victory #ESPRUS #ESP #RUS? https://t.co/Wc6T1GUg0q ? https://t.co/hJaWƒ??
football,RT @onxmyown: Turn the music on~ @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague POWER by EXO
football,RT @sportingnews: Hope Solo had some strong words about the state of soccer in the United States and why it failed to qualify for the #Worlƒ??
football,RT @ReutersWorld: Putin congratulates Russia for World Cup win over Spain https://t.co/1GKW3VHUpj https://t.co/gqUdwnYQ4r
football,RT @alizethr9: Falling for you#PowerByEXO #WorldCup #FIFAStadiumDJ #ChanyeolLeague @weareoneEXO @FIFAWorldCup
football,RT @Kim_OsoJongIn: Can't Bring me down @weareoneEXO  @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #SuhoLeague
football,RT @onxmyown: WE TAKE SHOT @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague Power by EXO
football,"RT @FIFAWorldCup: ?? | ""Japan have never made it past the last eight, so we want to get there"" ??? Can @jfa_samuraiblue reach the #WorldCuƒ??"
football,RT @realmadriden: ?? Croatia 1-1 ?? Denmark (3-2 pens)?? @lukamodric10? @Mateo_Kova23? Two more madridistas to quarter finals#WorldCupƒ??
football,RT @CarmeloRojas20: We got that power power...@FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,RT @MesutOzil1088: Having to leave the World Cup already after the group stage hurts so much. We just weren't good enough. I'll need some tƒ??
football,"The drama just doesn't stop. This was a dreary affair to be honest, but the #RUS won't care. They gave it their all. #ESP were appalling, no intensity, lacking creativity; who'd of thought I'd be saything that about #ESP. That's #RUS first penalty shoot-out. #ESPRUS #WorldCup"
football,"RT @Mariana_SRKajol: #LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOAnd every year, we make everything possibleƒ??"
football,"RT @Mariana_SRKajol: #LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOEXO had 12 members, divided in EXO-M and EXƒ??"
football,RT @sammatterface: The excellent Darren Cann has provided me with this : The last 3 countries to win The #WorldCup are out. Every singlƒ??
football,"RT @FridaCarrillo05: Donƒ??t hesitate Move onCome on, thereƒ??s no timeYour future depends on your imagination??????#PowerByEXO #WorldCupƒ??"
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @mohanstatsman: Second time in the history of #WorldCup two matches ended with penalty shootouts on same day - 21 June 1986 and then onƒ??
